,Title,Release Year,Age Restriction,Duration,Genre,Rating,Number of Votes,Meta Score,Language,Country of Origin,Companies,Budget,Gross (worldwide)
431,Live Free or Die Hard,2007,PG-13,2h 8m,Action~Thriller,7.1,420K,69,English~Italian~French,United States~United Kingdom,Twentieth Century Fox~Dune Entertainment~Ingenious Film Partners,"$110,000,000","$388,156,011"
432,Cloverfield,2008,PG-13,1h 25m,Horror~Sci-Fi~Thriller,7.0,420K,64,English~Russian~French~Japanese,United States,Paramount Pictures~Bad Robot~Cloverfield Productions,"$25,000,000","$172,394,180"
433,The Mask,1994,PG-13,1h 41m,Action~Comedy~Crime,6.9,420K,59,English~Swedish,United States,New Line Cinema~Dark Horse Entertainment,"$23,000,000","$351,583,407"
434,The Equalizer,2014,R,2h 12m,Action~Crime~Thriller,7.2,419K,57,English~Russian~Spanish~German~Ukrainian,United States,Columbia Pictures~LStar Capital~Village Roadshow Pictures,"$55,000,000","$192,330,738"
435,The Fast and the Furious,2001,PG-13,1h 46m,Action~Crime~Thriller,6.8,419K,58,English~Spanish,United States~Germany,Universal Pictures~Original Film~Skywalker Sound,"$38,000,000","$207,517,995"
436,A Star Is Born,2018,R,2h 16m,Drama~Music~Romance,7.6,419K,88,English~French,United States,Warner Bros.~Live Nation Productions~Metro-Goldwyn-Mayer (MGM),"$36,000,000","$436,433,122"
437,Terminator 3: Rise of the Machines,2003,R,1h 49m,Action~Sci-Fi,6.3,418K,66,English,United States~Germany~United Kingdom,C-2 Pictures~Intermedia Films~IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,"$200,000,000","$433,371,112"
438,Easy A,2010,PG-13,1h 32m,Comedy~Drama~Romance,7.0,418K,72,English,United States,Screen Gems~Olive Bridge Entertainment,"$8,000,000","$75,032,374"
439,Fast & Furious 6,2013,PG-13,2h 10m,Action~Crime~Thriller,7.0,417K,61,English~Spanish~Russian~Japanese~Cantonese~Dutch~Danish~Ukrainian,United States~Japan~Spain,Universal Pictures~Relativity Media~Original Film,"$160,000,000","$788,683,342"
440,The Town,2010,R,2h 5m,Crime~Drama~Thriller,7.5,415K,74,English,United States,Warner Bros.~Legendary Entertainment~GK Films,"$37,000,000","$154,026,136"
441,The Machinist,2004,R,1h 41m,Drama~Thriller,7.6,415K,61,English~Spanish,Spain~France~United Kingdom~United States,Filmax Group~Castelao Producciones~Canal+ España,"$5,000,000","$8,203,235"
442,Furious 7,2015,PG-13,2h 17m,Action~Crime~Thriller,7.1,414K,67,English~Thai~Arabic~Spanish,United States~China~Japan~Canada~United Arab Emirates,"Universal Pictures~Media Rights Capital (MRC)~China Film Co., Ltd.","$190,000,000","$1,515,342,457"
443,Ocean's Twelve,2004,PG-13,2h 5m,Crime~Thriller,6.5,414K,58,English~Dutch~French~Italian~Mandarin,United States,Warner Bros.~Village Roadshow Pictures~Jerry Weintraub Productions,"$110,000,000","$362,744,280"
444,Dumb and Dumber,1994,PG-13,1h 47m,Comedy,7.3,412K,41,English~Swedish~German,United States,New Line Cinema~Motion Picture Corporation of America (MPCA),"$17,000,000","$247,290,327"
445,Mission: Impossible - Rogue Nation,2015,PG-13,2h 11m,Action~Adventure~Thriller,7.4,411K,75,English~Swedish~German~Russian,United States~China~United Kingdom~Austria~Morocco,Paramount Pictures~Skydance Media~Bad Robot,"$150,000,000","$682,716,636"
446,The Lives of Others,2006,R,2h 17m,Drama~Mystery~Thriller,8.4,410K,89,German,Germany~France,Wiedemann & Berg Filmproduktion~Bayerischer Rundfunk (BR)~ARTE,"$2,000,000","$77,357,476"
447,The Suicide Squad,2021,R,2h 12m,Action~Adventure~Comedy,7.2,409K,72,English~Spanish~Japanese~Cantonese,United States,Warner Bros.~DC Entertainment~Atlas Entertainment,"$185,000,000","$168,717,425"
448,Wanted,2008,R,1h 50m,Action~Crime~Thriller,6.7,408K,64,English,United States~Germany~Russia,Universal Pictures~Spyglass Entertainment~Relativity Media,"$75,000,000","$342,463,063"
449,Die Hard with a Vengeance,1995,R,2h 8m,Action~Adventure~Thriller,7.6,408K,58,English~German~Romanian,United States,Cinergi Pictures Entertainment~Twentieth Century Fox,"$90,000,000","$366,101,666"
450,Fast Five,2011,PG-13,2h 10m,Action~Crime~Thriller,7.3,407K,66,English~Portuguese~Spanish~Italian~French,United States~Japan,Universal Pictures~Original Film~One Race Productions,"$125,000,000","$626,140,012"
451,22 Jump Street,2014,R,1h 52m,Action~Comedy~Crime,7.0,406K,71,English~Spanish~Ukrainian,United States,Columbia Pictures~Metro-Goldwyn-Mayer (MGM)~LStar Capital,"$50,000,000","$331,333,876"
452,Batman,1989,PG-13,2h 6m,Action~Adventure,7.5,404K,69,English~French~Spanish,United States~United Kingdom,Warner Bros.~The Guber-Peters Company~PolyGram Filmed Entertainment,"$35,000,000","$411,569,241"
453,Men in Black II,2002,PG-13,1h 28m,Action~Adventure~Comedy,6.2,403K,49,English,United States,Columbia Pictures~Amblin Entertainment~Parkes/MacDonald Image Nation,"$140,000,000","$445,135,288"
454,Home Alone 2: Lost in New York,1992,PG,2h,Adventure~Comedy~Crime,6.9,402K,46,English~French~Spanish~Latin,United States,Twentieth Century Fox~Hughes Entertainment,"$28,000,000","$358,994,850"
455,Midsommar,2019,R,2h 28m,Drama~Horror~Mystery,7.1,402K,72,English~Swedish,United States~Sweden,A24~B-Reel Films~Nordisk Film,"$9,000,000","$48,059,189"
456,The Devil's Advocate,1997,R,2h 24m,Drama~Fantasy~Mystery,7.5,401K,60,English~German~Italian~Mandarin~Spanish,Germany~United States,Warner Bros.~New Regency Productions~Kopelson Entertainment,"$57,000,000","$152,944,660"
457,127 Hours,2010,R,1h 34m,Biography~Drama,7.5,401K,82,English~Italian,United States~France~United Kingdom,Searchlight Pictures~Pathé~Everest Entertainment,"$18,000,000","$60,738,797"
458,The Fault in Our Stars,2014,PG-13,2h 6m,Drama~Romance,7.7,401K,69,English,United States,Fox 2000 Pictures~Temple Hill Entertainment~TSG Entertainment,"$12,000,000","$307,168,169"
459,Face/Off,1997,R,2h 18m,Action~Crime~Sci-Fi,7.3,400K,82,English~Latin,United States,Permut Presentations~Touchstone Pictures~Paramount Pictures,"$80,000,000","$245,676,146"
460,Thor: Love and Thunder,2022,PG-13,1h 58m,Action~Adventure~Comedy,6.2,400K,57,English,Australia~United States,Marvel Studios~Disney Studios Australia~Walt Disney Pictures,"$250,000,000","$760,928,081"
461,Maleficent,2014,PG,1h 37m,Action~Adventure~Drama,6.9,400K,56,English,United States~India~Canada~Italy~United Kingdom~Zambia,Walt Disney Pictures~Roth Films~Jolie Pas,"$180,000,000","$759,853,685"
462,The Gentlemen,2019,R,1h 53m,Action~Crime,7.8,398K,51,English~Russian~Spanish~Chinese,United States~United Kingdom,STX Films~Miramax~Toff Guy Films,"$22,000,000","$115,175,729"
463,2012,2009,PG-13,2h 38m,Action~Adventure~Sci-Fi,5.8,397K,49,English~French~Tibetan~Mandarin~Russian~Hindi~Portuguese~Latin~Italian~Spanish,United States,Columbia Pictures~Centropolis Entertainment~Farewell Productions,"$200,000,000","$791,217,826"
464,Inside Man,2006,R,2h 9m,Crime~Drama~Mystery,7.6,397K,76,English~Albanian~Spanish~Polish,United States,Universal Pictures~Imagine Entertainment~40 Acres & A Mule Filmworks,"$45,000,000","$186,003,591"
465,Friends with Benefits,2011,R,1h 49m,Comedy~Romance,6.5,394K,63,English,United States,Screen Gems~Castle Rock Entertainment~Zucker Productions,"$35,000,000","$149,542,245"
466,The Others,2001,PG-13,1h 44m,Horror~Mystery~Thriller,7.6,393K,74,English,Spain~France~United States,Cruise/Wagner Productions~Sogecine~Las Producciones del Escorpión,"$17,000,000","$210,002,906"
467,Speed,1994,R,1h 56m,Action~Adventure~Thriller,7.3,391K,78,English,United States,The Mark Gordon Company~Twentieth Century Fox,"$30,000,000","$350,448,145"
468,The Menu,2022,R,1h 47m,Comedy~Horror~Thriller,7.2,391K,71,English~Spanish,United States,Hyperobject Industries~Searchlight Pictures,"$35,000,000","$79,628,200"
469,Mission: Impossible III,2006,PG-13,2h 6m,Action~Adventure~Thriller,6.9,390K,66,English~Italian~Mandarin~Cantonese~German~Czech,United States~Germany~China~Italy,Paramount Pictures~Cruise/Wagner Productions~MI 3 Film,"$150,000,000","$398,479,497"
470,Monsters University,2013,G,1h 44m,Animation~Adventure~Comedy,7.2,389K,65,English,United States~Japan,Walt Disney Pictures~Pixar Animation Studios,"$200,000,000","$743,559,645"
471,The Illusionist,2006,PG-13,1h 50m,Drama~Fantasy~Mystery,7.5,389K,68,English,United States~Czech Republic,Bull's Eye Entertainment~Bob Yari Productions~Contagious Entertainment,"$16,500,000","$87,892,388"
472,Man on Fire,2004,R,2h 26m,Action~Crime~Drama,7.7,389K,47,English~Spanish,Switzerland~United Kingdom~United States~Mexico,Fox 2000 Pictures~New Regency Productions~Scott Free Productions,"$70,000,000","$130,834,852"
473,Snowpiercer,2013,R,2h 6m,Action~Drama~Sci-Fi,7.1,389K,84,English~Korean~French~Japanese~Czech~German,South Korea~Czech Republic,SnowPiercer~Moho Film~Opus Pictures,"$39,200,000","$86,758,912"
474,The Fighter,2010,R,1h 56m,Action~Biography~Drama,7.8,389K,79,English,United States,Closest to the Hole Productions~Fighter~Mandeville Films,"$25,000,000","$129,190,869"
475,The Italian Job,2003,PG-13,1h 51m,Action~Crime~Thriller,7.0,388K,68,English~Russian~Italian,United States~Italy~United Kingdom~Germany,Paramount Pictures~De Line Pictures~Mestiere Cinema,"$60,000,000","$176,070,171"
476,The Lego Movie,2014,PG,1h 40m,Animation~Action~Adventure,7.7,388K,83,English~Turkish,United States~Denmark~Australia~Norway,Warner Bros.~Village Roadshow Pictures~RatPac-Dune Entertainment,"$60,000,000","$470,759,687"
477,Scream,1996,R,1h 51m,Horror~Mystery,7.4,388K,66,English,United States,Dimension Films~Woods Entertainment,"$14,000,000","$173,046,663"
478,Sweeney Todd: The Demon Barber of Fleet Street,2007,R,1h 56m,Drama~Horror~Musical,7.3,387K,83,English~Italian,United States~United Kingdom,Dreamworks Pictures~Warner Bros.~Parkes/MacDonald Image Nation,"$50,000,000","$153,383,627"
479,Men in Black³,2012,PG-13,1h 46m,Action~Adventure~Comedy,6.8,387K,58,Ukrainian~English,United States~United Arab Emirates,Columbia Pictures~Hemisphere Media Capital~Amblin Entertainment,"$225,000,000","$654,213,485"
480,Ferris Bueller's Day Off,1986,PG-13,1h 43m,Comedy,7.8,386K,61,English~German,United States,Paramount Pictures,"$6,000,000","$70,737,168"
481,Eternals,2021,PG-13,2h 36m,Action~Adventure~Fantasy,6.3,386K,52,"English~American Sign Language~Marathi~Assyrian Neo-Aramaic~Spanish~Sumerian~Latin~Sanskrit~Greek, Ancient (to 1453)~Arabic",United States,Marvel Studios,"$200,000,000","$402,064,899"
482,About Time,2013,R,2h 3m,Comedy~Drama~Fantasy,7.8,385K,55,English,United States~United Kingdom,Translux~Working Title Films,"$12,000,000","$87,100,748"
483,Signs,2002,PG-13,1h 46m,Drama~Mystery~Sci-Fi,6.8,385K,59,English~Portuguese,United States,Touchstone Pictures~Blinding Edge Pictures~The Kennedy/Marshall Company,"$72,000,000","$408,247,917"
484,Shazam!,2019,PG-13,2h 12m,Action~Adventure~Comedy,7.0,384K,71,English~Spanish,United States~Canada,Warner Bros.~DC Entertainment~DC Comics,"$100,000,000","$367,799,011"
485,10 Things I Hate About You,1999,PG-13,1h 37m,Comedy~Drama~Romance,7.3,384K,70,English~French,United States,Touchstone Pictures~Mad Chance~Jaret Entertainment,"$30,000,000","$53,685,286"
486,Knocked Up,2007,R,2h 9m,Comedy~Romance,6.9,384K,85,English,United States,Universal Pictures~Apatow Productions,"$30,000,000","$219,922,417"
487,The Aviator,2004,PG-13,2h 50m,Biography~Drama,7.5,384K,77,English~Persian,United States~Germany,Forward Pass~Appian Way~IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,"$110,000,000","$213,719,942"
488,Sleepy Hollow,1999,R,1h 45m,Fantasy~Horror~Mystery,7.3,384K,65,English~Latin,United States~Germany~United Kingdom,Paramount Pictures~Mandalay Pictures~Scott Rudin Productions,"$100,000,000","$206,071,502"
489,Mulholland Drive,2001,R,2h 27m,Drama~Mystery~Thriller,7.9,383K,86,English~Spanish~French,France~United States,Les Films Alain Sarde~Asymmetrical Productions~Babbo Inc.,"$15,000,000","$20,289,986"
490,Yes Man,2008,PG-13,1h 44m,Comedy~Romance,6.8,383K,46,English~Korean,United States~United Kingdom,Warner Bros.~Village Roadshow Pictures~Heyday Films,"$70,000,000","$223,241,637"
491,Die Hard 2,1990,R,2h 4m,Action~Thriller,7.1,383K,67,English~Spanish,United States,Twentieth Century Fox~Gordon Company~Silver Pictures,"$70,000,000","$240,031,274"
492,Brokeback Mountain,2005,R,2h 14m,Drama~Romance,7.7,382K,87,English~Spanish,United States~Canada,Focus Features~River Road Entertainment~Alberta Film Entertainment,"$14,000,000","$178,064,141"
493,50 First Dates,2004,PG-13,1h 39m,Comedy~Drama~Romance,6.8,382K,48,English~Hawaiian~Mandarin,United States,Columbia Pictures~Happy Madison Productions~Anonymous Content,"$75,000,000","$198,520,934"
494,Raging Bull,1980,R,2h 9m,Biography~Drama~Sport,8.1,380K,90,English,United States,Chartoff-Winkler Productions,"$18,000,000","$23,406,933"
495,My Neighbor Totoro,1988,G,1h 26m,Animation~Comedy~Family,8.1,380K,86,Japanese,Japan,Tokuma Japan Communications~Studio Ghibli~Nibariki,"$3,700,000","$30,695,952"
496,Guardians of the Galaxy Vol. 3,2023,PG-13,2h 30m,Action~Adventure~Comedy,7.9,379K,64,English,United States~New Zealand~France~Canada,Marvel Studios~Film New Zealand~Marvel Entertainment,"$250,000,000","$845,555,777"
497,Soul,2020,PG,1h 40m,Animation~Adventure~Comedy,8.0,379K,83,English~Korean~Inuktitut,United States,Walt Disney Pictures~Pixar Animation Studios,N/A,"$121,977,511"
498,Solo: A Star Wars Story,2018,PG-13,2h 15m,Action~Adventure~Sci-Fi,6.9,379K,62,English,United States,Lucasfilm~Allison Shearmur Productions~Walt Disney Pictures,"$275,000,000","$392,924,807"
499,Anchorman: The Legend of Ron Burgundy,2004,PG-13,1h 34m,Comedy,7.1,378K,63,English~French~Spanish,United States,Dreamworks Pictures~Apatow Productions~Herzog-Cowen Entertainment,"$26,000,000","$90,710,375"
500,Mission: Impossible - Fallout,2018,PG-13,2h 27m,Action~Adventure~Thriller,7.7,378K,87,English~French,United States~China~France~Norway,Paramount Pictures~Skydance Media~TC Productions,"$178,000,000","$791,658,205"
501,Moana,2016,PG,1h 47m,Animation~Adventure~Comedy,7.6,377K,81,English~French,United States,Hurwitz Creative~Walt Disney Animation Studios~Walt Disney Pictures,"$150,000,000","$687,229,282"
502,Mission: Impossible II,2000,PG-13,2h 3m,Action~Adventure~Thriller,6.1,377K,59,English,United States~Germany,Paramount Pictures~Cruise/Wagner Productions~Munich Film Partners & Company (MFP) MI2 Productions,"$125,000,000","$546,388,108"
503,Once Upon a Time in America,1984,R,3h 49m,Crime~Drama,8.3,377K,75,English~Italian~French~Yiddish~Hebrew,Italy~United States,The Ladd Company~Warner Bros.~Producers Sales Organization (PSO),"$30,000,000","$5,475,086"
504,Terminator Salvation,2009,PG-13,1h 55m,Action~Adventure~Sci-Fi,6.5,377K,49,English~Italian,United States~Germany,The Halcyon Company~Wonderland Sound and Vision~Columbia Pictures,"$200,000,000","$371,353,001"
505,Hereditary,2018,R,2h 7m,Drama~Horror~Mystery,7.3,377K,87,English~Spanish,United States,PalmStar Media~Finch Entertainment~Windy Hill Pictures,"$10,000,000","$82,729,816"
506,Night at the Museum,2006,PG,1h 48m,Adventure~Comedy~Family,6.5,377K,48,English~Italian~Hebrew,United States~United Kingdom,Twentieth Century Fox~Ingenious Film Partners~1492 Pictures,"$110,000,000","$574,482,479"
507,Moon,2009,R,1h 37m,Drama~Mystery~Sci-Fi,7.8,376K,67,English~Spanish,United Kingdom~United States,Sony Pictures Classics~Stage 6 Films~Liberty Films Entertainment,"$5,000,000","$9,760,107"
508,Jumanji,1995,PG,1h 44m,Adventure~Comedy~Family,7.1,376K,39,English~French,United States,TriStar Pictures~Interscope Communications~Teitler Film,"$65,000,000","$262,821,940"
509,Flight,2012,R,2h 18m,Drama~Thriller,7.3,376K,76,English,United States~United Arab Emirates,Paramount Pictures~ImageMovers~Parkes/MacDonald Image Nation,"$31,000,000","$161,772,375"
510,Wedding Crashers,2005,R,1h 59m,Comedy~Romance,7.0,375K,64,English,United States,New Line Cinema~Tapestry Films~Avery Pix,"$40,000,000","$288,485,135"
511,Downfall,2004,R,2h 36m,Biography~Drama~History,8.2,375K,82,German~Russian~French~English,Germany~Austria~Italy,Constantin Film~Norddeutscher Rundfunk (NDR)~Westdeutscher Rundfunk (WDR),"€13,500,000","$92,181,574"
512,The Nightmare Before Christmas,1993,PG,1h 16m,Animation~Family~Fantasy,7.9,375K,82,English,United States,Touchstone Pictures~Tim Burton Productions~DiNovi Pictures,"$18,000,000","$101,692,744"
513,The Ring,2002,PG-13,1h 55m,Horror~Mystery,7.1,375K,57,English,United States~Japan,Dreamworks Pictures~Parkes/MacDonald Image Nation~BenderSpink,"$48,000,000","$249,348,933"
514,Eyes Wide Shut,1999,TV-MA,2h 39m,Drama~Mystery~Thriller,7.5,375K,69,English,United Kingdom~United States,Warner Bros.~Stanley Kubrick Productions~Hobby Films,"$65,000,000","$162,260,377"
515,Jackie Brown,1997,R,2h 34m,Crime~Drama~Thriller,7.5,374K,62,English,United States,Miramax~A Band Apart~Lawrence Bender Productions,"$12,000,000","$39,693,743"
516,Cloud Atlas,2012,R,2h 52m,Drama~Mystery~Sci-Fi,7.4,374K,55,English~Spanish~Ukrainian~Korean,United States~Germany~Hong Kong~Singapore~China,Cloud Atlas Productions~X-Filme Creative Pool~Anarchos Pictures,"$102,000,000","$130,516,424"
517,Constantine,2005,R,2h 1m,Action~Fantasy~Horror,7.0,374K,50,English~Filipino~Tagalog,United States~Germany,Warner Bros.~Village Roadshow Pictures~DC Comics,"$100,000,000","$230,884,728"
518,The Hunger Games: Mockingjay - Part 2,2015,PG-13,2h 17m,Action~Adventure~Sci-Fi,6.5,373K,65,English,United States~Germany~Canada~France,Lionsgate Films~Color Force~Studio Babelsberg,"$160,000,000","$661,456,867"
519,The Nice Guys,2016,R,1h 56m,Action~Comedy~Crime,7.4,373K,70,English~German,United States,Warner Bros.~Silver Pictures~Waypoint Entertainment,"$50,000,000","$71,261,763"
520,Hotel Rwanda,2004,PG-13,2h 1m,Biography~Drama~History,8.1,372K,79,English~French~Kinyarwanda,United Kingdom~South Africa~Italy~United States,United Artists~Lionsgate Films~Industrial Development Corporation of South Africa,"$17,500,000","$33,882,243"
521,Super 8,2011,PG-13,1h 52m,Action~Mystery~Sci-Fi,7.0,367K,72,English,United States,Paramount Pictures~Amblin Entertainment~Bad Robot,"$50,000,000","$260,095,986"
522,Ocean's Thirteen,2007,PG-13,2h 2m,Crime~Thriller,6.9,367K,62,English~Mandarin~Spanish~French,United States,Warner Bros.~Village Roadshow Pictures~Jerry Weintraub Productions,"$85,000,000","$311,312,624"
523,Boyhood,2014,R,2h 45m,Drama,7.9,367K,100,English~Spanish~Ukrainian~Arabic,United States,IFC Productions~Detour Filmproduction,"$4,000,000","$48,137,666"
524,Spider-Man: Across the Spider-Verse,2023,PG,2h 20m,Animation~Action~Adventure,8.6,367K,86,English,United States,Columbia Pictures~Marvel Entertainment~Avi Arad Productions,"$150,000,000","$690,897,910"
525,Moonrise Kingdom,2012,PG-13,1h 34m,Adventure~Comedy~Drama,7.8,367K,84,English,United States,Indian Paintbrush~American Empirical Pictures~Moonrise,"$16,000,000","$68,265,576"
526,Seven Samurai,1954,Not Rated,3h 27m,Action~Drama,8.6,366K,98,Japanese,Japan,Toho,"¥125,000,000","$346,258"
527,Jack Reacher,2012,PG-13,2h 10m,Action~Mystery~Thriller,7.0,365K,50,English,United States,"Paramount Pictures~Skydance Media~H2L Media ""AKA"" Mutual Film Company","$60,000,000","$218,340,595"
